DrugID,Formula,DrugName,Target,Disease,NewDisease
DB00412,C18H19N3O3S,Rosiglitazone,PPAR-?3,Diabete,Human adenoviruses (HAdVs
DB01141,C56H71N9O23S,Micafungin,FKS2,Candidiasis,Hand-foot-mouth disease (HFMD); severe neurological complications
DB11594,C22H40NO,Domiphen,fungal CYP450 14?¡À-lanosterol demethylase,Fungal infection,Candida infections
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea,Quiescent and glucose-deprived clonogenic colon tumour cells
DB00740,C8H5F3N2OS,Riluzole,SCNBA,Amyotrophic lateral sclerosis,"Niemann-Pick disease, type C1"
DB00822,C10H20N2S4,Disulfiram,AL3A2,Alcohol dependence,Gastric cancer
DB00615,C46H62N4O11,Rifabutin,RNA polymerase,Mycobacterium infection; Tuberculosis,M. abscessus lung disease
DB06803,C13H8Cl2N2O4,Niclosamide,Mitochondrial oxidative phosphorylation in parasites,Cestodes infection,Hepatocellular Carcinoma???HCC??¡ë
DB00641,C25H38O5,Simvastatin,HMDH,Epilepsy; Hypercholesterolaemia,Prostate cancer
DB08864,C22H18N6,Rilpivirine,POL; SCNAA,Human immunodeficiency virus infection,Chronic liver injury
DB00477,C17H19ClN2S,Chlorpromazine,DRD2,Malaria; Adenovirus; Schizophrenia,Crimean-Congo hemorrhagic fever virus
DB00320,C33H37N5O5,Dihydroergotamine,DRD2,Headaches; Migraine,Liver fibrosis
DB01103,C23H30ClN3O,Quinacrine,PA21B,Malaria,Acute myeloid leukemia
DB00972,C22H24ClN3O,Azelastine,HRH1,Allergic conjunctivitis,SARS-CoV-2
DB14480,C5H10N2O2S,Acetylcysteine amide,glutathione,Acetaminophen toxicity,Dengue
DB00535,C14H13N5O5S2,Cefdinir,Bacterial cell wall,Bacterial infection,Tuberculosis (TB)
DB08865,C21H22Cl2FN5O,Crizotinib,MET; ALK; ROS1,Non-small-cell lung cancer,Gram-Positive Bacteria
DB01117,C22H19ClO3,Atovaquone,PYRD,Pneumocystis pneumonia; Fungal infection,Triple-negative breast cancer (TNBC)
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Thrombocytopenia; Idiopathic thrombocytopenic purpura,Cryptococcosis
DB00788,C14H14O3,Naproxen,PGH2; PGH1,Osteoarthritis; Pain,Influenza A virus.
DB00938,C25H37NO4,Salmeterol,ADRB2,Chronic obstructive pulmonary disease,Dengue Virus
DB09238,C35H38N4O6,Manidipine,CYSP,Hypertension,Human cytomegalovirus (HCMV) infections
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Chronic Liver Thrombocytopenia; Idiopathic thrombocytopenic purpura,SARS-CoV-2
DB01058,C19H24N2O2,Praziquantel,HPGDS,Schistosomiasis,Psoriasis
DB01076,C33H35FN2O5,Atorvastatin,HMDH,Cardiovascular disease,Vulvovaginal and oral candidiasis
DB00922,C14H12N6O,Levosimendan,TNNC1,Congestive heart failure; Heart failure; Cardiac output syndrome; Pulmonary hypertension,Lymphoma
DB00602,C95H146O28,Lvermectin,Glutamate-gated chloride channels in parasites,Parasitic infestations,Covid-19
DB09241,C16H18ClN3S,Methylene blue,methemoglobin,Acquired methemoglobinemia,SARS-CoV-2
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea; Coronavirus Disease 2019 (COVID-19),Atherosclerosis
DB00675,C26H29NO,Tamoxifen,ESR1,Breast cancer,Immune-mediated diseases
DB00740,C8H5F3N2OS,Riluzole,SCNBA,Amyotrophic lateral sclerosis,"Niemann-Pick disease, type C1"
DB01051,C31H36N2O11,Novobiocin,TOP2A; TOP2B,Bacterial infection,Chikungunya
DB00602,C95H146O28,Lvermectin,Glutamate-gated chloride channels in parasites,Parasitic infestations,Covid-19
DB00477,C17H19ClN2S,Chlorpromazine,DRD2,Malaria; Adenovirus; Schizophrenia,Crimean-Congo hemorrhagic fever virus
DB06145,C43H74N2O14,Spiramycin,Gram-positive bacteria,Bacterial infection,Anti-inflammatory
DB00966,C33H30N4O2,Telmisartan,AGTR1,Hypertension,Chikungunya
DB01104,C17H17Cl2N,Sertraline,SC6A4,Depression,Alzheimer's disease (AD)
DB01103,C23H30ClN3O,Quinacrine,PA21B,Malarial,Malignant Pleural Mesothelioma
DB00560,C29H39N5O8,Tigecycline,F4NA87,Skin infection,Carbapenem-resistant Enterobacteriaceae (CRE)
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis,Zika virus infection
DB08901,C29H27F3N6O,Ponatinib,RET; FLT3; KIT; ABL1; BCR,Chronic myeloid leukemia; Acute lymphoblastic leukaemia,KIT-mutation-bearing melanomas
DB05105,C18H18F3N3O3,Pleconaril,CAPSD,Virus infection,Type I diabetes
DB00788,C14H14O3,Naproxen,PGH2; PGH1,Osteoarthritis; Pain,Influenza A virus.
DB09274,C19H28O8,Artesunate,cell membrane,Malaria,Depression
DB01058,C19H24N2O2,Praziquantel,HPGDS,Schistosomiasis,Psoriasis
DB01141,C56H71N9O23S,Micafungin,FKS2,Candidiasis,Hand-foot-mouth disease (HFMD); severe neurological complications
DB00920,C19H19NOS,Ketotifen,HRH1,Allergic conjunctivitis,SARS-CoV-2 infection
DB00321,C20H23N,Amitriptyline,SC6A4; SC6A2,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB00321,C20H23N,Amitriptyline,SC6A4; SC6A2,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB01136,C24H26N2O4,Carvedilol,Adrenergic receptors,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB06803,C13H8Cl2N2O4,Niclosamide,ATP synthase,Cestodes infection,Diabetesa€?induced endothelial dysfunction
DB00608,C18H26ClN3,Chloroquine,ACKR1,Coronavirus Disease 2019 (COVID-19); Adenovirus; Malaria,Crimean-Congo hemorrhagic fever virus
DB12422,C6H11NOS2,Sulforaphane,Nrf2,Solid tumour/cancer,Ovarian cancer
DB00615,C46H62N4O11,Rifabutin,RNA polymerase,Mycobacterium infection; Tuberculosis,M. abscessus lung disease
DB00495,C10H13N5O4,Zidovudine,FLT3; POL,Human immunodeficiency virus infection,Carbapenem-resistant Enterobacteriaceae (CRE)
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African sleeping sickness; African river blindness; African trypanosomiasis,Breast cancer lung metastasis
DB00495,C10H13N5O4,Zidovudine,FLT3; POL,Human immunodeficiency virus infection,Multidrug-resistant (MDR) Enterobacterales
DB00613,C20H22ClN3O,Amodiaquine,HNMT,Malaria,SARS-CoV-2
DB12466,C5H4FN3O2,Favipiravir,RPOA; RPOB; RPOC; RPOZ,Influenza virus infection,Type I diabetes
DB14480,C5H10N2O2S,Acetylcysteine amide,glutathione,Acetaminophen toxicity,Dengue
DB00602,C95H146O28,Lvermectin,Glutamate-gated chloride channels in parasites,Parasitic infestations,Covid-19
DB01029,C25H28N6O,Irbesartan,AGTR1,Hypertension,HBV
DB06292,C21H25ClO6,Empagliflozin,SC5A2,Type-1 diabetes,Blood-brain barrier crossing ability
DB00560,C29H39N5O8,Tigecycline,F4NA87,Skin infection,Carbapenem-resistant Enterobacteriaceae (CRE)
DB00481,C28H27NO4S,Raloxifene,ESR1,Osteoporosis,Liver Cancer
DB00321,C20H23N,Amitriptyline,SC6A4; SC6A2,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB01782,C14H8N2O,Pyrazolanthrone,TTK; MK08; MK09; MK10,Oxidative stress; Neuroinflammation; Brain degeneration,Neuroinflammation Induced by MCAO
DB09019,C14H20Br2N2,Bromhexine,Mucin,Sjogren syndrome,Antiallodynic agent
DB00205,C12H13ClN4,Pyrimethamine,FOLR1,Malaria,Lung cancer
DB09241,C16H18ClN3S,Methylene blue,methemoglobin,Acquired methemoglobinemia,SARS-CoV-2
DB00571,C16H21NO2,Propranolol,ADRB1,Migraine,Colorectal cancer
DB00560,C29H39N5O8,Tigecycline,F4NA87,Skin infection,Carbapenem-resistant Enterobacteriaceae (CRE)
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis; African sleeping sickness; African river blindness,SARS-CoV-2
DB09074,C24H23FN4O3,Olaparib,PARP,Ovarian cancer; Pancreatic cancer; Prostate cancer,Sepsis
DB00675,C26H29NO,Tamoxifen,ESR1,Breast cancer,Immune-mediated diseases
DB00715,C19H20FNO3,Paroxetine,SC6A4,Depression,Alzheimer's disease (AD)
DB00786,C15H29N3O5,Marimastat,MMP1; MMP2; MMP7,Pancreatic cancer; Lung cancer; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB09241,C16H18ClN3S,Methylene blue,redox indicator,Acquired methemoglobinemia,Nonalcoholic fatty liver disease; steatosis and steatohepatitis
DB00920,C19H19NOS,Ketotifen,HRH1,Allergic conjunctivitis; Allergic rhinitis; Bronchial asthma,Neuroendocrine prostate cancer
DB00641,C25H38O5,Simvastatin,HMDH,Hypercholesterolaemia,Antibacterial
DB08908,C6H8O4,Dimethyl Fumarate,Nrf2,Multiple Sclerosis,Parkinson's Disease
DB11594,C22H40NO,Domiphen,fungal CYP450 14?¡À-lanosterol demethylase,Fungal infection,Candida infections
DB08882,C25H28N8O2,Linagliptin,DPP4,Type-2 diabetes,Colorectal cancer
DB16607,ClLi,Lithium chloride,GSK3A,Bipolar disorder; Methhemeglobinemia,Neurological deficits associated with OP exposure
DB12422,C6H11NOS2,Sulforaphane,Nrf2,Solid tumour/cancer,Ovarian cancer
DB00920,C19H19NOS,Ketotifen,HRH1,Allergic conjunctivitis,SARS-CoV-2 infection
DB01076,C33H35FN2O5,Atorvastatin,HMDH,Cardiovascular disease,Vulvovaginal and oral candidiasis
DB01110,C18H14Cl4N2O,Miconazole,CP51,Fungal infection,Candida infections
DB08865,C21H22Cl2FN5O,Crizotinib,MET; ALK; ROS1,Non-small-cell lung cancer,Gram-Positive Bacteria
DB08882,C25H28N8O2,Linagliptin,DPP4,Type-2 diabetes,Colorectal cancer
DB01058,C19H24N2O2,Praziquantel,HPGDS,Schistosomiasis,Psoriasis
DB11526,C28H30N6OS,Masitinib,SRC,Amyotrophic lateral sclerosis; Metastatic gastric or gastroesophageal junction cancer; Multiple sclerosis; Gastrointestinal stromal tumour; Ovarian cancer; Pancreatic cancer,COVID-19
DB09079,C31H33N5O4,Nintedanib,Receptor Tyrosine Kinases (RTKs),Idiopathic pulmonary fibrosis; Coronavirus Disease 2019 (COVID-19),Heart Failure
DB00920,C19H19NOS,Ketotifen,HRH1,Allergic conjunctivitis,SARS-CoV-2 infection
DB00740,C8H5F3N2OS,Riluzole,SCNBA,Amyotrophic lateral sclerosis,"Niemann-Pick disease, type C1"
DB00973,C24H21F2NO3,Ezetimibe,NPCL1,Hypercholesterolaemia,Visceral leishmaniasis
DB01254,C22H26ClN7O2S,Dasatinib,SRC; LCK; FYN; BCR; ABL1,Chronic myelogenous leukaemia; Multiple myeloma,Type III EBV+ B cell malignancies
DB00788,C14H14O3,Naproxen,PGH2; PGH1,Allergy; Asthma; Osteoarthritis; Pain,SARS-CoV-2 infection
DB01407,C12H18Cl2N2O,Clenbuterol,ADRB2,Asthma; Chronic breathing disorder,Down syndrome
DB00938,C25H37NO4,Salmeterol,ADRB2,Asthma; Chronic obstructive pulmonary disease,Down syndrome
DB03880,C23H31N3O4S2,Batimastat,MMP3,Idiopathic pulmonary fibrosis; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB00471,C35H36ClNO3S,Montelukast,CLTR1,Allergic disease; Asthma,Pancreatic cancer
DB06272,C26H42O4,Maxacalcitol,VDR,Psoriasis; Disorder of calcium metabolism,Influenza vaccine
DB01254,C22H26ClN7O2S,Dasatinib,SRC; LCK; FYN; BCR; ABL1,Chronic myelogenous leukaemia; Multiple myeloma,Type III EBV+ B cell malignancies
DB00320,C33H37N5O5,Dihydroergotamine,DRD2,Headaches; Migraine,Liver fibrosis
DB08865,C21H22Cl2FN5O,Crizotinib,MET; ALK; ROS1,Non-small-cell lung cancer,Gram-Positive Bacteria
DB08604,C12H7Cl3O2,Triclosan,Q965D5,Malaria,Prostate cancer
DB00176,C15H21F3N2O2,Fluvoxamine,Serotonin reuptake,Depression,Arthritic
DB01117,C22H19ClO3,Atovaquone,PYRD,Pneumocystis pneumonia; Fungal infection,Triple-negative breast cancer (TNBC)
DB06282,C21H25ClN2O3,Levocetirizine,transmembrane G protein-coupled receptors; histamine H1 receptors,"Cutaneous, respiratory, and ocular allergies",Alopecia
DB00328,C19H16ClNO4,Indomethacin,PGH2,Allergy; Asthma; Rheumatoid arthritis,SARS-CoV-2 infection
DB05105,C18H18F3N3O3,Pleconaril,CAPSD,Virus infection,Type I diabetes
DB00205,C12H13ClN4,Pyrimethamine,FOLR1,Malaria,Lung cancer
DB00737,C25H27ClN2,Meclozine,NR1I3,Motion sickness,Achondroplasia
DB01073,C10H12FN5O4,Fludarabine,ADA,Chronic lymphocytic leukaemia; Haematological malignancy,Malignant pleural mesothelioma
DB06803,C13H8Cl2N2O4,Niclosamide,ATP synthase,Cestodes infection,Diabetesa€?induced endothelial dysfunction
DB12834,C7H11N3O3,Secnidazole,Anaerobic microorganisms,Pseudomonas aeruginosa; Bacterial vaginosis; Amoebiasis,Pseudomonas aeruginosa Infection
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Liver tissue damage associated with prostate cancer and diabetes
DB09241,C16H18ClN3S,Methylene blue,methemoglobin,Acquired methemoglobinemia,SARS-CoV-2
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Thrombocytopenia; Idiopathic thrombocytopenic purpura,HCMV
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis,Zika virus infection
DB06803,C13H8Cl2N2O4,Niclosamide,ATP synthase,Cestodes infection,HMGA2-Overexpressing Human Colorectal Cancer
DB12834,C7H11N3O3,Secnidazole,Anaerobic microorganisms,Pseudomonas aeruginosa; Bacterial vaginosis; Amoebiasis,Pseudomonas aeruginosa Infection
DB07348,C16H24O4,Brefeldin A,CRISPR/Cas9 activator; HSV-1,Anticancer; antiviral,Inflammatory bowel disease
DB09274,C19H28O8,Artesunate,cell membrane,Malaria,Depression
DB01103,C23H30ClN3O,Quinacrine,PA21B,Plasmodium infection; Giardia infection,Atheter-related bloodstream infections
DB08901,C29H27F3N6O,Ponatinib,RET; FLT3; KIT; ABL1; BCR,Acute lymphoblastic leukaemia; Chronic myeloid leukemia,Tumor
DB11594,C22H40NO,Domiphen,fungal CYP450 14?¡À-lanosterol demethylase,Fungal infection,Candida infections
DB06712,C19H19N3O6,Nilvadipine,CAC1C; CAC1D,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea,Quiescent and glucose-deprived clonogenic colon tumour cells
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Cervical cancer
DB01407,C12H18Cl2N2O,Clenbuterol,ADRB2,Asthma; Chronic breathing disorder,Down syndrome
DB00912,C27H36N2O4,Repaglinide,ABCC8; ABCC9,Diabetic complication,Glioblastoma multiforme
DB00615,C46H62N4O11,Rifabutin,RNA polymerase,Mycobacterium infection; Tuberculosis,M. abscessus lung disease
DB00972,C22H24ClN3O,Azelastine,HRH1,Allergic conjunctivitis,Colorectal cancer
DB08604,C12H7Cl3O2,Triclosan,Q965D5,Malaria,Prostate cancer
DB00472,C17H18F3NO,Fluoxetine,SC6A4,Depression,Neuroendocrine prostate cancer
DB00515,Cl2H6N2Pt,Cisplatin,TERT,Solid tumour/cancer; Osteosarcoma,Nosocomial pathogen Pseudomonas aeruginosa
DB00358,C17H16F6N2O,Mefloquine,Plasmodium falciparum,Malaria,Pathogenic yeasts and molds
DB00560,C29H39N5O8,Tigecycline,F4NA87,Skin infection,Carbapenem-resistant Enterobacteriaceae (CRE)
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Liver tissue damage associated with prostate cancer and diabetes
DB00641,C25H38O5,Simvastatin,HMDH,Epilepsy; Hypercholesterolaemia,Prostate cancer
DB08865,C21H22Cl2FN5O,Crizotinib,MET; ALK; ROS1,Non-small-cell lung cancer,Gram-Positive Bacteria
DB07615,C18H17NO5,Tranilast,HRH1; STS,Bronchial asthma; allergic rhinitis; Ocular allergy,Neuropathic Pain
DB12466,C5H4FN3O2,Favipiravir,RPOA; RPOB; RPOC; RPOZ,Influenza virus infection,Type I diabetes
DB06145,C43H74N2O14,Spiramycin,Gram-positive bacteria,Bacterial infection,Anti-inflammatory
DB01110,C18H14Cl4N2O,Miconazole,CP51,Fungal infection,Candida infections
DB09017,C15H10BrClN4S,Canagliflozin,SC5A2,Type-1 diabetes; Type-2 diabetes; Diabetic nephropathy,Blood-brain barrier crossing ability
DB01103,C23H30ClN3O,Quinacrine,PA21B,Plasmodium infection; Giardia infection,Atheter-related bloodstream infections
DB11760,C19H14F2N6O,Talazoparib,PARP,Breast cancer; Psoriatic arthritis,SARS-CoV-2
DB00786,C15H29N3O5,Marimastat,MMP1; MMP2; MMP7,Pancreatic cancer; Lung cancer; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB09115,C9H5I2NO,Diiodohydroxyquinoline,cytochrome b,fungal infection; Parasitic infection,Cancer
DB11760,C19H14F2N6O,Talazoparib,PARP,Breast cancer; Psoriatic arthritis,SARS-CoV-2
DB06290,C38H47N5O7S2,Simeprevir,POLG,Chronic HCV-1 infection,MRSA
DB00313,C8H16O2,Valproic acid,GSK3A,Epilepsy; Hypercholesterolemia; Coronavirus Disease 2019 (COVID-19),Prostate cancer
DB01103,C23H30ClN3O,Quinacrine,PA21B,Plasmodium infection; Giardia infection,Atheter-related bloodstream infections
DB09019,C14H20Br2N2,Bromhexine,Mucin,Sjogren syndrome,Antiallodynic agent
DB00608,C18H26ClN3,Chloroquine,ACKR1,Coronavirus Disease 2019 (COVID-19); Adenovirus; Malaria,Crimean-Congo hemorrhagic fever virus
DB00535,C14H13N5O5S2,Cefdinir,Bacterial cell wall,Bacterial infection,Tuberculosis (TB)
DB00571,C16H21NO2,Propranolol,ADRB1,Migraine,Colorectal cancer
DB00822,C10H20N2S4,Disulfiram,AL3A2,Alcohol dependence,Gastric cancer
DB09241,C16H18ClN3S,Methylene blue,redox indicator,Acquired methemoglobinemia,Nonalcoholic fatty liver disease; steatosis and steatohepatitis
DB11526,C28H30N6OS,Masitinib,SRC,Amyotrophic lateral sclerosis; Metastatic gastric or gastroesophageal junction cancer; Multiple sclerosis; Gastrointestinal stromal tumour; Ovarian cancer; Pancreatic cancer,COVID-19
DB00828,C3H7O4P,Fosfomycin,MURA,Bacterial infection,Multidrug-resistant (MDR) Enterobacterales
DB00472,C17H18F3NO,Fluoxetine,SC6A4,Depression,Neuroendocrine prostate cancer
DB00564,C15H12N2O,Carbamazepine,voltage-gated sodium channels,Congestive heart failure; Hypertension; Depression; Epilepsy; Type-1 diabetes; Gastric adenocarcinoma,Epileptic encephalopathy
DB01103,C23H30ClN3O,Quinacrine,PA21B,Plasmodium infection; Giardia infection,Atheter-related bloodstream infections
DB08882,C25H28N8O2,Linagliptin,DPP4,Type-2 diabetes,Colorectal cancer
DB00472,C17H18F3NO,Fluoxetine,SC6A4,Depression,Neuroendocrine prostate cancer
DB00540,C19H21N,Nortriptyline,SC6A4,Bladder cancer; Depression,Multiple myeloma
DB00715,C19H20FNO3,Paroxetine,SC6A4,Depression,Alzheimer's disease (AD)
DB03880,C23H31N3O4S2,Batimastat,MMP3,Idiopathic pulmonary fibrosis; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB00643,C16H13N3O3,Mebendazole,Tubulin,Worm infection,Brain tumors
DB00535,C14H13N5O5S2,Cefdinir,Bacterial cell wall,Bacterial infection,Tuberculosis (TB)
DB11526,C28H30N6OS,Masitinib,SRC,Amyotrophic lateral sclerosis; Metastatic gastric or gastroesophageal junction cancer; Multiple sclerosis; Gastrointestinal stromal tumour; Ovarian cancer; Pancreatic cancer,COVID-19
DB00602,C95H146O28,Ivermectin,GABA,Onchocerciasis,Tegumentary leishmaniasis
DB11459,C43H63NO11,Selamectin,Glutamate-gated chloride channels in parasites,"Parasitic diseases such as river blindness, elephantiasis and scabies",Uveal melanoma
DB00972,C22H24ClN3O,Azelastine,HRH1,Allergic conjunctivitis,SARS-CoV-2
DB08882,C25H28N8O2,Linagliptin,DPP4,Type-2 diabetes,Colorectal cancer
DB00822,C10H20N2S4,Disulfiram,AL3A2,Alcohol dependence,Gastric cancer
DB00922,C14H12N6O,Levosimendan,TNNC1,Congestive heart failure; Heart failure; Cardiac output syndrome; Pulmonary hypertension,Lymphoma
DB00205,C12H13ClN4,Pyrimethamine,FOLR1,Malaria,Lung cancer
DB00412,C18H19N3O3S,Rosiglitazone,PPAR-?3,Diabete,Human adenoviruses (HAdVs
DB07954,C10H14N4O2,3-isobutyl-1-methyl-7H-xanthine,AA2BR; PDE4B; PDE4D; PDE5A; PDE4A; AA2AR; AA1R; AA3R; PDE2A; PDE3A,Chronic obstructive pulmonary disease; Bronchial Asthma,Dedifferentiated liposarcoma
DB01254,C22H26ClN7O2S,Dasatinib,SRC; LCK; FYN; BCR; ABL1,Chronic myelogenous leukaemia; Multiple myeloma,Type III EBV+ B cell malignancies
DB08901,C29H27F3N6O,Ponatinib,RET; FLT3; KIT; ABL1; BCR,Acute lymphoblastic leukaemia; Chronic myeloid leukemia,Tumor
DB12242,C17H19FN4O2S,AZD-7762,CHK1,Solid tumour/cancer,Degranulation of mast cells and allergic response
DB07348,C16H24O4,Brefeldin A,CRISPR/Cas9 activator; HSV-1,Anticancer; antiviral,Inflammatory bowel disease
DB06712,C19H19N3O6,Nilvadipine,CAC1C; CAC1D,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB00811,C8H12N4O5,Ribavirin,IMDH1,Hepatitis C virus infection,Type I diabetes
DB01110,C18H14Cl4N2O,Miconazole,CP51,Fungal infection,Candida infections
DB00912,C27H36N2O4,Repaglinide,ABCC8; ABCC9,Diabetic complication,Glioblastoma multiforme
DB00615,C46H62N4O11,Rifabutin,RNA polymerase,Mycobacterium infection; Tuberculosis,M. abscessus lung disease
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Chronic Liver Thrombocytopenia; Idiopathic thrombocytopenic purpura,SARS-CoV-2
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Cryptosporidiosis; Giardiasis; Diarrhea,Newcastle disease virus
DB07615,C18H17NO5,Tranilast,HRH1; STS,Bronchial asthma; allergic rhinitis; Ocular allergy,Neuropathic Pain
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Cervical cancer
DB00828,C3H7O4P,Fosfomycin,MURA,Bacterial infection,Multidrug-resistant (MDR) Enterobacterales
DB00481,C28H27NO4S,Raloxifene,ESR1,Osteoporosis,Liver Cancer
DB14480,C5H10N2O2S,Acetylcysteine amide,glutathione,Acetaminophen toxicity,Dengue
DB06272,C26H42O4,Maxacalcitol,VDR,Psoriasis; Disorder of calcium metabolism,Influenza vaccine
DB00571,C16H21NO2,Propranolol,ADRB1,Migraine,Colorectal cancer
DB01418,C19H15NO6,Acenocoumarol,VKOR1,Thrombosis,"Chronic inflammatory diseases (e.g., atopic dermatitis and psoriasis)"
DB00786,C15H29N3O5,Marimastat,MMP1; MMP2; MMP7,Pancreatic cancer; Lung cancer; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB09241,C16H18ClN3S,Methylene blue,methemoglobin,Bipolar disorder; Methhemeglobinemia; Acquired methemoglobinemia,Neurological deficits associated with OP exposure
